,Unnamed: 0,dist_code,district,month,fuel_type_petrol,fuel_type_diesel,fuel_type_electric,fuel_type_others,vehicleClass_MotorCycle,vehicleClass_MotorCar,vehicleClass_AutoRickshaw,vehicleClass_Agriculture,vehicleClass_others,seatCapacity_1_to_3,seatCapacity_4_to_6,seatCapacity_above_6,Brand_new_vehicles,Pre-owned_vehicles,category_Non-Transport,category_Transport,Mmm,quarter,fiscal_year,_merge
1071,1046,20_3,Rajanna Sircilla,3/1/2022,1051.0,160.0,51.0,0.0,978.0,128.0,3.0,48.0,105.0,1119.0,125.0,18.0,1178.0,84.0,1160.0,102.0,Mar,Q4,2021.0,both
1072,1094,15_1,Rangareddy,3/1/2022,17657.0,2930.0,1142.0,268.0,13100.0,7383.0,2.0,25.0,1487.0,14382.0,6504.0,1111.0,19417.0,2580.0,20636.0,1361.0,Mar,Q4,2021.0,both
1073,1142,17_2,Sangareddy,3/1/2022,4720.0,951.0,303.0,181.0,3947.0,1460.0,135.0,113.0,500.0,4509.0,1420.0,226.0,5619.0,536.0,5578.0,577.0,Mar,Q4,2021.0,both
1074,1190,17_3,Siddipet,3/1/2022,2159.0,402.0,47.0,67.0,1919.0,418.0,29.0,142.0,167.0,2204.0,386.0,85.0,2526.0,149.0,2502.0,173.0,Mar,Q4,2021.0,both
1075,1238,23_2,Suryapet,3/1/2022,2267.0,706.0,34.0,24.0,2041.0,345.0,28.0,209.0,408.0,2605.0,329.0,97.0,2907.0,124.0,2617.0,414.0,Mar,Q4,2021.0,both
1076,1286,15_3,Vikarabad,3/1/2022,3251.0,561.0,63.0,19.0,2815.0,647.0,51.0,175.0,206.0,3174.0,633.0,87.0,3682.0,212.0,3662.0,232.0,Mar,Q4,2021.0,both
1077,1334,14_4,Wanaparthy,3/1/2022,1078.0,228.0,13.0,6.0,962.0,146.0,10.0,82.0,125.0,1157.0,155.0,13.0,1280.0,45.0,1202.0,123.0,Mar,Q4,2021.0,both
1078,1382,21_2,Warangal,3/1/2022,2012.0,263.0,78.0,62.0,1828.0,344.0,47.0,49.0,149.0,2008.0,338.0,71.0,2267.0,150.0,2243.0,174.0,Mar,Q4,2021.0,both
1079,1430,23_3,Yadadri Bhuvanagiri,3/1/2022,1799.0,422.0,63.0,39.0,1526.0,386.0,34.0,133.0,244.0,1881.0,383.0,59.0,2190.0,133.0,2061.0,262.0,Mar,Q4,2021.0,both
1080,36,19_1,Adilabad,4/1/2022,1545.0,182.0,8.0,0.0,1450.0,129.0,18.0,29.0,109.0,1586.0,142.0,7.0,1703.0,32.0,1610.0,125.0,Apr,Q1,2022.0,both
1081,84,22_2,Bhadradri Kothagudem,4/1/2022,2356.0,549.0,33.0,12.0,2161.0,301.0,94.0,170.0,224.0,2520.0,372.0,51.0,2832.0,118.0,2638.0,312.0,Apr,Q1,2022.0,both
1082,133,16_1,Hyderabad,4/1/2022,20341.0,2013.0,1605.0,1088.0,18533.0,4481.0,751.0,2.0,1280.0,19405.0,4849.0,789.0,22394.0,2653.0,23081.0,1966.0,Apr,Q1,2022.0,both
1083,181,20_2,Jagtial,4/1/2022,1691.0,162.0,64.0,9.0,1547.0,250.0,26.0,65.0,38.0,1648.0,261.0,17.0,1819.0,107.0,1867.0,59.0,Apr,Q1,2022.0,both
1084,229,21_3,Jangoan,4/1/2022,1040.0,177.0,22.0,11.0,961.0,106.0,14.0,94.0,75.0,1117.0,125.0,8.0,1194.0,56.0,1161.0,89.0,Apr,Q1,2022.0,both
1085,277,21_7,Jayashankar Bhupalpally,4/1/2022,1291.0,211.0,34.0,2.0,1211.0,127.0,16.0,129.0,55.0,1388.0,132.0,18.0,1481.0,57.0,1469.0,69.0,Apr,Q1,2022.0,both
1086,325,14_2,Jogulamba Gadwal,4/1/2022,1112.0,301.0,14.0,4.0,1055.0,94.0,2.0,63.0,217.0,1331.0,85.0,15.0,1390.0,41.0,1216.0,215.0,Apr,Q1,2022.0,both
1087,373,18_2,Kamareddy,4/1/2022,1957.0,299.0,31.0,12.0,1795.0,205.0,9.0,54.0,236.0,2040.0,238.0,21.0,2231.0,68.0,2060.0,239.0,Apr,Q1,2022.0,both
1088,421,20_1,Karimnagar,4/1/2022,2268.0,1957.0,119.0,16.0,1948.0,522.0,43.0,57.0,1790.0,3675.0,538.0,147.0,4172.0,188.0,2631.0,1729.0,Apr,Q1,2022.0,both
1089,469,22_1,Khammam,4/1/2022,3230.0,549.0,51.0,164.0,2898.0,554.0,170.0,174.0,202.0,3246.0,656.0,96.0,3785.0,213.0,3646.0,352.0,Apr,Q1,2022.0,both
1090,517,19_4,Kumurambheem Asifabad,4/1/2022,1021.0,120.0,6.0,2.0,959.0,78.0,12.0,6.0,94.0,1057.0,76.0,16.0,1124.0,25.0,1043.0,106.0,Apr,Q1,2022.0,both
1091,565,21_5,Mahabubabad,4/1/2022,1326.0,313.0,7.0,6.0,1223.0,124.0,23.0,65.0,217.0,1478.0,140.0,34.0,1607.0,45.0,1414.0,238.0,Apr,Q1,2022.0,both
1092,613,14_1,Mahabubnagar,4/1/2022,2185.0,433.0,55.0,8.0,2004.0,283.0,26.0,74.0,294.0,2341.0,301.0,39.0,2538.0,143.0,2375.0,306.0,Apr,Q1,2022.0,both
1093,661,19_3,Mancherial,4/1/2022,1686.0,318.0,16.0,2.0,1502.0,230.0,26.0,18.0,246.0,1754.0,232.0,36.0,1917.0,105.0,1754.0,268.0,Apr,Q1,2022.0,both
1094,709,17_1,Medak,4/1/2022,1700.0,280.0,32.0,51.0,1536.0,263.0,25.0,96.0,145.0,1772.0,259.0,34.0,1974.0,91.0,1897.0,168.0,Apr,Q1,2022.0,both
1095,757,15_2,Medchal_Malkajgiri,4/1/2022,19054.0,2525.0,1442.0,340.0,16027.0,5872.0,4.0,18.0,1440.0,17150.0,5436.0,761.0,20872.0,2489.0,22011.0,1350.0,Apr,Q1,2022.0,both
1096,806,14_3,Nagarkurnool,4/1/2022,1489.0,383.0,24.0,4.0,1356.0,184.0,11.0,88.0,261.0,1656.0,219.0,25.0,1836.0,64.0,1634.0,266.0,Apr,Q1,2022.0,both
1097,854,23_1,Nalgonda,4/1/2022,2914.0,518.0,48.0,11.0,2588.0,446.0,26.0,180.0,251.0,2990.0,449.0,52.0,3311.0,180.0,3229.0,262.0,Apr,Q1,2022.0,both
1098,903,19_2,Nirmal,4/1/2022,1506.0,192.0,88.0,2.0,1441.0,176.0,20.0,60.0,91.0,1576.0,182.0,30.0,1746.0,42.0,1681.0,107.0,Apr,Q1,2022.0,both
1099,951,18_1,Nizamabad,4/1/2022,3303.0,662.0,171.0,12.0,2865.0,634.0,54.0,75.0,520.0,3352.0,673.0,121.0,3996.0,152.0,3577.0,571.0,Apr,Q1,2022.0,both
1100,999,20_4,Peddapalli,4/1/2022,1331.0,194.0,38.0,0.0,1147.0,271.0,13.0,40.0,92.0,1259.0,256.0,48.0,1466.0,97.0,1462.0,101.0,Apr,Q1,2022.0,both
1101,1047,20_3,Rajanna Sircilla,4/1/2022,950.0,172.0,20.0,6.0,856.0,146.0,6.0,47.0,93.0,992.0,140.0,16.0,1089.0,59.0,1049.0,99.0,Apr,Q1,2022.0,both
1102,1095,15_1,Rangareddy,4/1/2022,17522.0,2203.0,1250.0,276.0,13642.0,6463.0,8.0,13.0,1125.0,14508.0,5802.0,933.0,18663.0,2588.0,20197.0,1054.0,Apr,Q1,2022.0,both
1103,1143,17_2,Sangareddy,4/1/2022,4930.0,912.0,291.0,150.0,4182.0,1382.0,112.0,108.0,499.0,4750.0,1342.0,190.0,5742.0,541.0,5715.0,568.0,Apr,Q1,2022.0,both
1104,1191,17_3,Siddipet,4/1/2022,2034.0,521.0,44.0,38.0,1834.0,311.0,22.0,213.0,257.0,2269.0,316.0,52.0,2518.0,119.0,2363.0,274.0,Apr,Q1,2022.0,both
1105,1239,23_2,Suryapet,4/1/2022,1988.0,531.0,72.0,46.0,1814.0,273.0,36.0,111.0,403.0,2251.0,324.0,62.0,2484.0,153.0,2213.0,424.0,Apr,Q1,2022.0,both
1106,1287,15_3,Vikarabad,4/1/2022,3480.0,487.0,36.0,19.0,3067.0,557.0,53.0,184.0,161.0,3392.0,549.0,81.0,3818.0,204.0,3822.0,200.0,Apr,Q1,2022.0,both
1107,1335,14_4,Wanaparthy,4/1/2022,936.0,312.0,16.0,2.0,872.0,106.0,10.0,50.0,228.0,1148.0,104.0,14.0,1230.0,36.0,1038.0,228.0,Apr,Q1,2022.0,both
1108,1383,21_2,Warangal,4/1/2022,2007.0,214.0,59.0,72.0,1845.0,298.0,59.0,38.0,114.0,1981.0,314.0,59.0,2238.0,116.0,2183.0,171.0,Apr,Q1,2022.0,both
1109,1431,23_3,Yadadri Bhuvanagiri,4/1/2022,1691.0,293.0,16.0,20.0,1463.0,276.0,8.0,96.0,177.0,1721.0,268.0,31.0,1941.0,79.0,1847.0,173.0,Apr,Q1,2022.0,both
1110,37,19_1,Adilabad,5/1/2022,1245.0,248.0,12.0,0.0,1123.0,151.0,25.0,30.0,176.0,1297.0,171.0,37.0,1477.0,28.0,1304.0,201.0,May,Q1,2022.0,both
1111,85,22_2,Bhadradri Kothagudem,5/1/2022,1589.0,546.0,31.0,10.0,1367.0,272.0,67.0,240.0,230.0,1799.0,304.0,65.0,2084.0,92.0,1883.0,293.0,May,Q1,2022.0,both
1112,134,16_1,Hyderabad,5/1/2022,20544.0,1614.0,1106.0,966.0,17705.0,4735.0,689.0,2.0,1099.0,18409.0,4945.0,866.0,21340.0,2890.0,22476.0,1754.0,May,Q1,2022.0,both
1113,182,20_2,Jagtial,5/1/2022,1542.0,260.0,41.0,14.0,1399.0,200.0,18.0,54.0,186.0,1620.0,197.0,40.0,1756.0,101.0,1653.0,204.0,May,Q1,2022.0,both
1114,230,21_3,Jangoan,5/1/2022,869.0,280.0,20.0,10.0,769.0,111.0,14.0,139.0,146.0,1017.0,143.0,19.0,1125.0,54.0,1021.0,158.0,May,Q1,2022.0,both
1115,278,21_7,Jayashankar Bhupalpally,5/1/2022,859.0,422.0,7.0,6.0,759.0,106.0,15.0,170.0,244.0,1156.0,109.0,29.0,1250.0,44.0,1036.0,258.0,May,Q1,2022.0,both
1116,326,14_2,Jogulamba Gadwal,5/1/2022,999.0,210.0,8.0,0.0,924.0,80.0,5.0,79.0,129.0,1112.0,88.0,17.0,1179.0,38.0,1085.0,132.0,May,Q1,2022.0,both
1117,374,18_2,Kamareddy,5/1/2022,1937.0,622.0,18.0,13.0,1731.0,180.0,16.0,59.0,604.0,2251.0,245.0,94.0,2523.0,67.0,1990.0,600.0,May,Q1,2022.0,both
1118,422,20_1,Karimnagar,5/1/2022,2504.0,2278.0,52.0,33.0,1800.0,451.0,67.0,194.0,2355.0,3829.0,767.0,265.0,4659.0,208.0,2502.0,2365.0,May,Q1,2022.0,both
1119,470,22_1,Khammam,5/1/2022,3011.0,795.0,24.0,174.0,2575.0,593.0,203.0,312.0,323.0,3173.0,741.0,92.0,3828.0,178.0,3563.0,443.0,May,Q1,2022.0,both
1120,518,19_4,Kumurambheem Asifabad,5/1/2022,696.0,253.0,2.0,0.0,654.0,41.0,25.0,6.0,225.0,865.0,69.0,17.0,924.0,27.0,701.0,250.0,May,Q1,2022.0,both
1121,566,21_5,Mahabubabad,5/1/2022,1072.0,423.0,0.0,13.0,972.0,114.0,39.0,128.0,255.0,1338.0,138.0,32.0,1454.0,54.0,1224.0,284.0,May,Q1,2022.0,both
1122,614,14_1,Mahabubnagar,5/1/2022,2001.0,424.0,24.0,24.0,1733.0,280.0,39.0,80.0,341.0,2058.0,310.0,105.0,2345.0,128.0,2103.0,370.0,May,Q1,2022.0,both
1123,662,19_3,Mancherial,5/1/2022,1278.0,172.0,23.0,10.0,1100.0,227.0,20.0,15.0,121.0,1210.0,223.0,50.0,1382.0,101.0,1345.0,138.0,May,Q1,2022.0,both
1124,710,17_1,Medak,5/1/2022,1305.0,348.0,16.0,47.0,1152.0,211.0,40.0,143.0,170.0,1452.0,219.0,45.0,1625.0,91.0,1512.0,204.0,May,Q1,2022.0,both
1125,758,15_2,Medchal_Malkajgiri,5/1/2022,17664.0,2325.0,850.0,294.0,13966.0,5521.0,0.0,26.0,1620.0,15294.0,5006.0,801.0,18867.0,2266.0,19557.0,1576.0,May,Q1,2022.0,both
1126,807,14_3,Nagarkurnool,5/1/2022,1390.0,489.0,12.0,6.0,1197.0,208.0,22.0,179.0,291.0,1636.0,217.0,44.0,1844.0,53.0,1597.0,300.0,May,Q1,2022.0,both
1127,855,23_1,Nalgonda,5/1/2022,2941.0,875.0,27.0,20.0,2550.0,454.0,20.0,351.0,488.0,3335.0,435.0,91.0,3736.0,127.0,3365.0,498.0,May,Q1,2022.0,both
1128,904,19_2,Nirmal,5/1/2022,1424.0,316.0,108.0,4.0,1383.0,156.0,14.0,51.0,248.0,1639.0,185.0,28.0,1816.0,36.0,1596.0,256.0,May,Q1,2022.0,both
1129,952,18_1,Nizamabad,5/1/2022,3493.0,492.0,93.0,13.0,3011.0,612.0,44.0,105.0,319.0,3314.0,656.0,119.0,3919.0,172.0,3740.0,351.0,May,Q1,2022.0,both
1130,1000,20_4,Peddapalli,5/1/2022,1136.0,185.0,24.0,2.0,965.0,228.0,25.0,52.0,77.0,1069.0,224.0,52.0,1264.0,83.0,1249.0,98.0,May,Q1,2022.0,both
1131,1048,20_3,Rajanna Sircilla,5/1/2022,834.0,190.0,12.0,5.0,736.0,127.0,12.0,69.0,97.0,891.0,135.0,15.0,993.0,48.0,932.0,109.0,May,Q1,2022.0,both
1132,1096,15_1,Rangareddy,5/1/2022,17691.0,2267.0,872.0,208.0,13286.0,6347.0,2.0,29.0,1374.0,14296.0,5722.0,972.0,18577.0,2461.0,19735.0,1303.0,May,Q1,2022.0,both
1133,1144,17_2,Sangareddy,5/1/2022,4945.0,737.0,152.0,182.0,4078.0,1299.0,137.0,109.0,393.0,4552.0,1259.0,203.0,5518.0,498.0,5513.0,503.0,May,Q1,2022.0,both
1134,1192,17_3,Siddipet,5/1/2022,1772.0,492.0,53.0,42.0,1582.0,299.0,13.0,271.0,194.0,2021.0,300.0,38.0,2239.0,120.0,2153.0,206.0,May,Q1,2022.0,both
1135,1240,23_2,Suryapet,5/1/2022,1965.0,661.0,36.0,38.0,1723.0,310.0,30.0,245.0,392.0,2269.0,357.0,74.0,2565.0,135.0,2290.0,410.0,May,Q1,2022.0,both
1136,1288,15_3,Vikarabad,5/1/2022,3030.0,580.0,18.0,40.0,2566.0,564.0,84.0,147.0,307.0,2968.0,618.0,82.0,3455.0,213.0,3281.0,387.0,May,Q1,2022.0,both
1137,1336,14_4,Wanaparthy,5/1/2022,956.0,220.0,9.0,9.0,874.0,83.0,16.0,87.0,134.0,1065.0,112.0,17.0,1156.0,38.0,1049.0,145.0,May,Q1,2022.0,both
1138,1384,21_2,Warangal,5/1/2022,1972.0,401.0,20.0,81.0,1673.0,333.0,79.0,81.0,310.0,2015.0,397.0,62.0,2345.0,131.0,2092.0,384.0,May,Q1,2022.0,both
1139,1432,23_3,Yadadri Bhuvanagiri,5/1/2022,1602.0,447.0,26.0,40.0,1338.0,349.0,19.0,249.0,160.0,1727.0,316.0,72.0,2027.0,88.0,1944.0,171.0,May,Q1,2022.0,both
1140,38,19_1,Adilabad,6/1/2022,893.0,225.0,9.0,2.0,780.0,152.0,47.0,14.0,136.0,895.0,180.0,54.0,1088.0,41.0,948.0,181.0,Jun,Q1,2022.0,both
1141,86,22_2,Bhadradri Kothagudem,6/1/2022,1776.0,772.0,13.0,2.0,1532.0,319.0,83.0,353.0,276.0,2115.0,376.0,70.0,2445.0,118.0,2204.0,359.0,Jun,Q1,2022.0,both
1142,135,16_1,Hyderabad,6/1/2022,23776.0,2243.0,1182.0,1084.0,20321.0,5332.0,743.0,2.0,1887.0,21474.0,5714.0,1085.0,24535.0,3750.0,25709.0,2576.0,Jun,Q1,2022.0,both
1143,183,20_2,Jagtial,6/1/2022,1704.0,265.0,42.0,22.0,1517.0,222.0,12.0,109.0,173.0,1735.0,254.0,44.0,1926.0,107.0,1848.0,185.0,Jun,Q1,2022.0,both
1144,231,21_3,Jangoan,6/1/2022,953.0,390.0,9.0,14.0,880.0,107.0,27.0,229.0,123.0,1220.0,127.0,19.0,1298.0,68.0,1220.0,146.0,Jun,Q1,2022.0,both
1145,279,21_7,Jayashankar Bhupalpally,6/1/2022,949.0,492.0,6.0,4.0,799.0,112.0,18.0,284.0,238.0,1254.0,169.0,28.0,1390.0,61.0,1199.0,252.0,Jun,Q1,2022.0,both
1146,327,14_2,Jogulamba Gadwal,6/1/2022,918.0,217.0,14.0,4.0,866.0,78.0,8.0,87.0,114.0,1033.0,89.0,27.0,1107.0,46.0,1033.0,120.0,Jun,Q1,2022.0,both
1147,375,18_2,Kamareddy,6/1/2022,1668.0,343.0,6.0,11.0,1471.0,209.0,17.0,106.0,225.0,1752.0,218.0,58.0,1971.0,57.0,1794.0,234.0,Jun,Q1,2022.0,both
1148,423,20_1,Karimnagar,6/1/2022,2612.0,1631.0,57.0,43.0,1976.0,475.0,60.0,148.0,1684.0,3305.0,796.0,226.0,4118.0,225.0,2632.0,1711.0,Jun,Q1,2022.0,both
1149,471,22_1,Khammam,6/1/2022,2990.0,1089.0,19.0,222.0,2584.0,578.0,252.0,379.0,527.0,3431.0,772.0,115.0,4025.0,295.0,3677.0,643.0,Jun,Q1,2022.0,both
1150,519,19_4,Kumurambheem Asifabad,6/1/2022,544.0,145.0,2.0,0.0,509.0,37.0,12.0,16.0,117.0,628.0,52.0,11.0,666.0,25.0,564.0,127.0,Jun,Q1,2022.0,both
1151,567,21_5,Mahabubabad,6/1/2022,1182.0,476.0,2.0,20.0,1060.0,114.0,54.0,195.0,257.0,1446.0,185.0,49.0,1607.0,73.0,1378.0,302.0,Jun,Q1,2022.0,both
1152,615,14_1,Mahabubnagar,6/1/2022,1999.0,551.0,17.0,15.0,1771.0,313.0,81.0,142.0,275.0,2139.0,374.0,65.0,2407.0,175.0,2231.0,351.0,Jun,Q1,2022.0,both
1153,663,19_3,Mancherial,6/1/2022,1299.0,255.0,11.0,6.0,1119.0,235.0,20.0,46.0,151.0,1289.0,209.0,63.0,1458.0,113.0,1406.0,165.0,Jun,Q1,2022.0,both
1154,711,17_1,Medak,6/1/2022,1324.0,719.0,10.0,49.0,1156.0,223.0,23.0,377.0,323.0,1828.0,209.0,65.0,2014.0,88.0,1764.0,338.0,Jun,Q1,2022.0,both
1155,759,15_2,Medchal_Malkajgiri,6/1/2022,20400.0,3045.0,962.0,324.0,16529.0,6076.0,0.0,31.0,2095.0,17940.0,5530.0,1217.0,21941.0,2790.0,22694.0,2037.0,Jun,Q1,2022.0,both
1156,808,14_3,Nagarkurnool,6/1/2022,1235.0,620.0,4.0,12.0,1063.0,194.0,29.0,180.0,405.0,1596.0,236.0,37.0,1785.0,86.0,1447.0,424.0,Jun,Q1,2022.0,both
1157,856,23_1,Nalgonda,6/1/2022,2818.0,1043.0,36.0,23.0,2443.0,486.0,33.0,413.0,545.0,3313.0,501.0,104.0,3717.0,203.0,3353.0,567.0,Jun,Q1,2022.0,both
1158,905,19_2,Nirmal,6/1/2022,1033.0,248.0,52.0,6.0,964.0,141.0,15.0,98.0,121.0,1130.0,166.0,43.0,1306.0,33.0,1205.0,134.0,Jun,Q1,2022.0,both
1159,953,18_1,Nizamabad,6/1/2022,3147.0,580.0,87.0,15.0,2750.0,562.0,79.0,155.0,283.0,3131.0,607.0,91.0,3667.0,162.0,3473.0,356.0,Jun,Q1,2022.0,both
1160,1001,20_4,Peddapalli,6/1/2022,1352.0,360.0,23.0,6.0,1212.0,208.0,25.0,136.0,160.0,1499.0,204.0,38.0,1611.0,130.0,1560.0,181.0,Jun,Q1,2022.0,both
1161,1049,20_3,Rajanna Sircilla,6/1/2022,942.0,235.0,12.0,0.0,848.0,132.0,7.0,111.0,91.0,1036.0,127.0,26.0,1124.0,65.0,1095.0,94.0,Jun,Q1,2022.0,both
1162,1097,15_1,Rangareddy,6/1/2022,21087.0,3187.0,1029.0,650.0,16312.0,7009.0,0.0,42.0,2590.0,18012.0,6567.0,1337.0,22938.0,3015.0,23438.0,2515.0,Jun,Q1,2022.0,both
1163,1145,17_2,Sangareddy,6/1/2022,4864.0,939.0,159.0,176.0,4039.0,1341.0,127.0,220.0,411.0,4591.0,1274.0,247.0,5467.0,671.0,5623.0,515.0,Jun,Q1,2022.0,both
1164,1193,17_3,Siddipet,6/1/2022,1994.0,690.0,17.0,59.0,1736.0,342.0,27.0,444.0,211.0,2322.0,332.0,104.0,2621.0,139.0,2535.0,225.0,Jun,Q1,2022.0,both
1165,1241,23_2,Suryapet,6/1/2022,2066.0,1009.0,53.0,40.0,1830.0,345.0,47.0,437.0,509.0,2663.0,369.0,134.0,3045.0,123.0,2618.0,550.0,Jun,Q1,2022.0,both
1166,1289,15_3,Vikarabad,6/1/2022,2993.0,740.0,30.0,18.0,2557.0,552.0,180.0,232.0,260.0,2983.0,709.0,89.0,3523.0,258.0,3350.0,431.0,Jun,Q1,2022.0,both
1167,1337,14_4,Wanaparthy,6/1/2022,864.0,303.0,21.0,3.0,782.0,128.0,26.0,127.0,128.0,1014.0,154.0,21.0,1130.0,61.0,1043.0,148.0,Jun,Q1,2022.0,both
1168,1385,21_2,Warangal,6/1/2022,2008.0,403.0,44.0,68.0,1762.0,297.0,76.0,106.0,284.0,2058.0,389.0,78.0,2394.0,131.0,2171.0,354.0,Jun,Q1,2022.0,both
1169,1433,23_3,Yadadri Bhuvanagiri,6/1/2022,1731.0,623.0,28.0,28.0,1431.0,340.0,9.0,268.0,362.0,2000.0,348.0,58.0,2301.0,109.0,2047.0,363.0,Jun,Q1,2022.0,both
1170,39,19_1,Adilabad,7/1/2022,933.0,184.0,33.0,0.0,883.0,121.0,40.0,15.0,91.0,985.0,150.0,15.0,1109.0,41.0,1019.0,131.0,Jul,Q2,2022.0,both
1171,87,22_2,Bhadradri Kothagudem,7/1/2022,1395.0,604.0,10.0,4.0,1159.0,277.0,76.0,139.0,362.0,1591.0,343.0,71.0,1918.0,95.0,1581.0,432.0,Jul,Q2,2022.0,both
1172,136,16_1,Hyderabad,7/1/2022,21496.0,2226.0,1260.0,994.0,18524.0,5147.0,589.0,6.0,1710.0,19512.0,5404.0,1056.0,22275.0,3701.0,23736.0,2240.0,Jul,Q2,2022.0,both
1173,184,20_2,Jagtial,7/1/2022,1194.0,222.0,46.0,8.0,1074.0,195.0,12.0,103.0,86.0,1233.0,209.0,28.0,1343.0,127.0,1376.0,94.0,Jul,Q2,2022.0,both
1174,232,21_3,Jangoan,7/1/2022,854.0,251.0,12.0,14.0,772.0,91.0,18.0,120.0,130.0,999.0,116.0,16.0,1075.0,56.0,987.0,144.0,Jul,Q2,2022.0,both
1175,280,21_7,Jayashankar Bhupalpally,7/1/2022,750.0,307.0,14.0,4.0,662.0,110.0,14.0,199.0,90.0,927.0,126.0,22.0,1022.0,53.0,971.0,104.0,Jul,Q2,2022.0,both
1176,328,14_2,Jogulamba Gadwal,7/1/2022,967.0,261.0,3.0,0.0,918.0,81.0,8.0,106.0,118.0,1132.0,76.0,23.0,1164.0,67.0,1109.0,122.0,Jul,Q2,2022.0,both
1177,376,18_2,Kamareddy,7/1/2022,1249.0,219.0,22.0,10.0,1103.0,160.0,26.0,62.0,149.0,1263.0,204.0,33.0,1430.0,70.0,1329.0,171.0,Jul,Q2,2022.0,both
1178,424,20_1,Karimnagar,7/1/2022,2006.0,1381.0,112.0,53.0,1532.0,377.0,101.0,99.0,1443.0,2638.0,729.0,173.0,3321.0,231.0,2024.0,1528.0,Jul,Q2,2022.0,both
1179,472,22_1,Khammam,7/1/2022,2390.0,956.0,16.0,217.0,2019.0,553.0,243.0,179.0,585.0,2746.0,723.0,106.0,3363.0,216.0,2797.0,782.0,Jul,Q2,2022.0,both
1180,520,19_4,Kumurambheem Asifabad,7/1/2022,366.0,112.0,2.0,0.0,335.0,41.0,6.0,12.0,86.0,423.0,49.0,8.0,465.0,15.0,388.0,92.0,Jul,Q2,2022.0,both
1181,568,21_5,Mahabubabad,7/1/2022,1031.0,314.0,4.0,38.0,923.0,122.0,58.0,102.0,182.0,1173.0,182.0,31.0,1341.0,46.0,1147.0,240.0,Jul,Q2,2022.0,both
1182,616,14_1,Mahabubnagar,7/1/2022,1985.0,508.0,21.0,24.0,1732.0,358.0,59.0,115.0,274.0,2045.0,399.0,82.0,2369.0,169.0,2211.0,327.0,Jul,Q2,2022.0,both
1183,664,19_3,Mancherial,7/1/2022,860.0,294.0,20.0,10.0,725.0,188.0,23.0,68.0,180.0,930.0,195.0,55.0,1080.0,104.0,981.0,203.0,Jul,Q2,2022.0,both
1184,712,17_1,Medak,7/1/2022,941.0,367.0,26.0,51.0,834.0,191.0,29.0,140.0,191.0,1156.0,208.0,21.0,1284.0,101.0,1173.0,212.0,Jul,Q2,2022.0,both
1185,760,15_2,Medchal_Malkajgiri,7/1/2022,17964.0,2815.0,860.0,367.0,14425.0,5649.0,0.0,31.0,1901.0,15625.0,5188.0,1083.0,19475.0,2531.0,20154.0,1852.0,Jul,Q2,2022.0,both
1186,809,14_3,Nagarkurnool,7/1/2022,1387.0,455.0,10.0,17.0,1204.0,199.0,20.0,143.0,303.0,1600.0,235.0,34.0,1784.0,85.0,1552.0,317.0,Jul,Q2,2022.0,both
1187,857,23_1,Nalgonda,7/1/2022,2706.0,748.0,42.0,57.0,2402.0,442.0,68.0,236.0,405.0,2970.0,495.0,88.0,3358.0,195.0,3089.0,464.0,Jul,Q2,2022.0,both
1188,906,19_2,Nirmal,7/1/2022,944.0,190.0,27.0,10.0,855.0,134.0,34.0,64.0,84.0,969.0,170.0,32.0,1125.0,46.0,1053.0,118.0,Jul,Q2,2022.0,both
1189,954,18_1,Nizamabad,7/1/2022,2243.0,436.0,196.0,24.0,2118.0,430.0,88.0,82.0,181.0,2336.0,488.0,73.0,2709.0,190.0,2634.0,265.0,Jul,Q2,2022.0,both
1190,1002,20_4,Peddapalli,7/1/2022,836.0,261.0,26.0,6.0,743.0,143.0,16.0,76.0,151.0,950.0,145.0,34.0,1039.0,90.0,962.0,167.0,Jul,Q2,2022.0,both
1191,1050,20_3,Rajanna Sircilla,7/1/2022,527.0,142.0,26.0,2.0,478.0,93.0,6.0,42.0,78.0,586.0,92.0,19.0,656.0,41.0,613.0,84.0,Jul,Q2,2022.0,both
1192,1098,15_1,Rangareddy,7/1/2022,18395.0,2734.0,1112.0,393.0,13733.0,6922.0,6.0,40.0,1933.0,15096.0,6327.0,1120.0,19790.0,2844.0,20773.0,1861.0,Jul,Q2,2022.0,both
1193,1146,17_2,Sangareddy,7/1/2022,4248.0,843.0,239.0,182.0,3506.0,1263.0,170.0,124.0,449.0,3990.0,1272.0,246.0,4856.0,656.0,4913.0,599.0,Jul,Q2,2022.0,both
1194,1194,17_3,Siddipet,7/1/2022,1512.0,503.0,82.0,63.0,1387.0,299.0,40.0,277.0,157.0,1789.0,336.0,35.0,1971.0,189.0,1971.0,189.0,Jul,Q2,2022.0,both
1195,1242,23_2,Suryapet,7/1/2022,1727.0,631.0,56.0,44.0,1569.0,251.0,52.0,230.0,356.0,2097.0,286.0,73.0,2335.0,123.0,2058.0,400.0,Jul,Q2,2022.0,both
1196,1290,15_3,Vikarabad,7/1/2022,2313.0,583.0,86.0,47.0,1966.0,496.0,129.0,176.0,262.0,2338.0,611.0,78.0,2827.0,202.0,2654.0,375.0,Jul,Q2,2022.0,both
1197,1338,14_4,Wanaparthy,7/1/2022,839.0,290.0,12.0,16.0,778.0,106.0,31.0,108.0,134.0,992.0,128.0,29.0,1098.0,59.0,996.0,161.0,Jul,Q2,2022.0,both
